"id","institutionCode","collectionCode","ownerInstitutionCode","basisOfRecord","occurrenceID","catalogNumber","otherCatalogNumbers","kingdom","phylum","class","order","family","scientificName","scientificNameAuthorship","genus","specificEpithet","taxonRank","infraspecificEpithet","identifiedBy","dateIdentified","identificationReferences","identificationRemarks","taxonRemarks","identificationQualifier","typeStatus","recordedBy","recordedByID","associatedCollectors","recordNumber","eventDate","year","month","day","startDayOfYear","endDayOfYear","verbatimEventDate","occurrenceRemarks","habitat","substrate","verbatimAttributes","fieldNumber","informationWithheld","dataGeneralizations","dynamicProperties","associatedTaxa","reproductiveCondition","establishmentMeans","cultivationStatus","lifeStage","sex","individualCount","samplingProtocol","samplingEffort","preparations","country","stateProvince","county","municipality","locality","locationRemarks","localitySecurity","localitySecurityReason","decimalLatitude","decimalLongitude","geodeticDatum","coordinateUncertaintyInMeters","verbatimCoordinates","georeferencedBy","georeferenceProtocol","georeferenceSources","georeferenceVerificationStatus","georeferenceRemarks","minimumElevationInMeters","maximumElevationInMeters","minimumDepthInMeters","maximumDepthInMeters","verbatimDepth","verbatimElevation","disposition","language","recordEnteredBy","modified","sourcePrimaryKey","collId","recordId","references"
705829,"ASU","Plants","","PreservedSpecimen","57f5599c-2e5b-43b8-893f-2e9fd1b9bc39","","190813","Plantae","Magnoliophyta",NA,"Solanales","Solanaceae","Physalis virginiana","P. Mill.","Physalis","virginiana","","","","","","","","","","Lara Gengarelly",NA,"","112","1993-10-07",1993,10,7,280,NA,"","","Fremont cottonwood and Goodding willow riparian forest understory","","","","",NA,"","Populus fremontii, Salix gooddingii","fruit","",0,"",NA,NA,NA,NA,"","USA","Arizona","Santa Cruz County","","147m from Sonoita Creek","",0,NA,31.5311,-110.817,"",700,"TRS: T22S R15E S9","","","TRS data - 16 Nov 05","","",1220,NA,NA,NA,NA,"","","","Roisan","2015-01-06 14:31:47","74156",1,"urn:uuid:57f5599c-2e5b-43b8-893f-2e9fd1b9bc39","http://swbiodiversity.org/seinet/collections/individual/index.php?occid=705829"
3025846,"ASU","Plants","","PreservedSpecimen","de9b5278-d5f4-4097-ba1b-a9f65a521dde","ASU0050932","113707","Plantae","Magnoliophyta",NA,"Solanales","Solanaceae","Physalis virginiana","P. Mill.","Physalis","virginiana","","","Mahinda Martinez","1993","","","","","","Rafael Hernandez Magana",NA,"","3595","1979-08-06",1979,8,6,218,NA,"","","Vegetación baja, espinosa, caducifolia. Suelo pedregoso, calizo, somero.","","Planta herbácea de 30-40 cm. de alto, flores amarillas fruto con cáliz acrescente.","","",NA,"","","","",NA,"",NA,NA,NA,NA,"","Mexico","Hidalgo","","","Mpio. de Metzquititlán. Barranca de Venados.","",NA,NA,20.533333,-98.65,"",12000,"","Velia","","georef batch tool 2013-02-11; GeoLocate","reviewed - high confidence","",1800,NA,NA,NA,NA,"","","","Amanda 2012_01_19","2015-01-06 14:31:47","",1,"urn:uuid:de9b5278-d5f4-4097-ba1b-a9f65a521dde","http://swbiodiversity.org/seinet/collections/individual/index.php?occid=3025846"
3077816,"DES","","","PreservedSpecimen","c37cb94d-0e11-44eb-8fa5-680240ebe96d","DES00014214","","Plantae","Magnoliophyta",NA,"Solanales","Solanaceae","Physalis virginiana","P. Mill.","Physalis","virginiana","","","","","","","","","","R. Dale Thomas",NA,"Paul S. Marx","39867","1974-06-22",1974,6,22,173,NA,"","","","","","","",NA,"","","","",NA,"",NA,NA,NA,NA,"","USA","Louisiana","Caldwell","","Rights-of-way of railroad and US 165 at Corey.","",0,NA,32.152672,-92.116495,"WGS84",969,"TRS: T14N R3E sec 36","","","GeoLocate","","",NA,NA,NA,NA,NA,"","","","Jmurphy","2015-07-13 14:23:47","",5,"urn:uuid:c37cb94d-0e11-44eb-8fa5-680240ebe96d","http://swbiodiversity.org/seinet/collections/individual/index.php?occid=3077816"
3078014,"DES","","","PreservedSpecimen","564a7f25-f26e-4412-8cfc-21785e081799","DES00027795","","Plantae","Magnoliophyta",NA,"Solanales","Solanaceae","Physalis virginiana","P. Mill.","Physalis","virginiana","","","","","","","","","","Larry C. Higgins",NA,"","13128","1983-05-09",1983,5,9,129,NA,"","","Sandy soil; mixed shrub, grassland community.","","","","",NA,"","","flower","",NA,"",NA,NA,NA,NA,"","USA","Texas","Wheeler","","North of Mobettie and south of the Boy Scout camp along TX 48.","",0,NA,35.559969,-100.442535,"",5000,"","eleanoreros","","georef batch tool 2013-09-11","reviewed - high confidence","",NA,NA,NA,NA,NA,"","","","jdery","2015-07-13 14:23:47","",5,"urn:uuid:564a7f25-f26e-4412-8cfc-21785e081799","http://swbiodiversity.org/seinet/collections/individual/index.php?occid=3078014"
3078045,"DES","","","PreservedSpecimen","8443398e-8a53-4329-ae47-2d0c52fb9dca","DES00030080","","Plantae","Magnoliophyta",NA,"Solanales","Solanaceae","Physalis virginiana","P. Mill.","Physalis","virginiana","","","","","","","","","","Larry C. Higgins",NA,"","14927","1984-09-11",1984,9,11,255,NA,"","","Riparian, weedy, and grassland community; sandy-clay soil.","","","","",NA,"","","","",NA,"",NA,NA,NA,NA,"","USA","Texas","Randall","","Just north of Canyon, along Palo Duro Creek and breaks.","",0,NA,35.009611,-101.901149,"",210,"","eleanoreros","","georef batch tool 2013-09-14; GeoLocate","reviewed - high confidence","",NA,NA,NA,NA,NA,"","","","jdery","2015-07-13 14:23:47","",5,"urn:uuid:8443398e-8a53-4329-ae47-2d0c52fb9dca","http://swbiodiversity.org/seinet/collections/individual/index.php?occid=3078045"
342880,"UCR","","","PreservedSpecimen","","UCR-118021","","Plantae","Magnoliophyta",NA,"Solanales","Solanaceae","Physalis virginiana","P. Mill.","Physalis","virginiana","","","A.C. Sanders","","","","","","","George K. Helmkamp",NA,"E.A. Helmkamp","7027","2001-09-14",2001,9,14,257,NA,"","","Creosote bush scrub and grassland on east alluvial fan.","","Uncommon. Fls yellow.","","",NA,"","","","",NA,"",NA,NA,NA,NA,"","United States","Arizona","Cochise","","French Joe Canyon Road along AZ-90, 11 miles south of Interstate-10, near French Joe Tank","",NA,NA,31.81517,-110.34733,"",NA,"","","","","","Collector GPS",1395,NA,NA,NA,NA,"","","","","2017-01-24 14:59:06","UCR-118021",9,"urn:uuid:84b176c8-ca84-4986-845d-d2b9c0aa33d9","http://swbiodiversity.org/seinet/collections/individual/index.php?occid=342880"
386984,"UCR","","","PreservedSpecimen","","UCR-39423","","Plantae","Magnoliophyta",NA,"Solanales","Solanaceae","Physalis virginiana var. sonorae","(Torr.) Waterfall","Physalis","virginiana","var.","sonorae","","","","","","","","A.C. Sanders",NA,"","5935","1985-07-08",1985,7,8,189,NA,"","","Riparian woodland beside two small ponds in the river valley; Salix, Populus and Prosopis dominant.","","An uncommon perennial with yellow-green fls.","","",NA,"","","","",NA,"",NA,NA,NA,NA,"","United States","Arizona","Santa Cruz","","Kino Springs, 1.2 to 2.0 miles east of Hwy 82 along the south side of the Santa Cruz River, c. 5 mi. (airline) NE of Nogales","",NA,NA,31.37861,-110.855,"",NA,"","","","","","GoogleEarthACS",1159,NA,NA,NA,NA,"","","","","2017-01-24 14:59:06","UCR-39423",9,"urn:uuid:1a52a085-6465-4789-b9bf-fa78f37f5e90","http://swbiodiversity.org/seinet/collections/individual/index.php?occid=386984"
240692,"USU","UTC","","PreservedSpecimen","0e9d9a2c-760f-446b-843f-8662c2a68b07","UTC00232854","","Plantae","Magnoliophyta",NA,"Solanales","Solanaceae","Physalis virginiana","P. Mill.","Physalis","virginiana","","","","","","","","","","Sandy Long ",NA,"","993","2000-07-02",2000,7,2,184,NA,"","","Slope 18 degrees  aspect 30 degrees NNE. Snakeweed - Threeawn - Cheatgrass community. ","","","","",NA,"","Gutierrezia sarothrae  Aristida purpurea  Bromus t ","","",0,"",NA,NA,NA,NA,"","United States","Utah","Tooele","","Site 24.1. ","",0,NA,40.4961111,-112.3988889,"",NA,"","","","","","",1472,NA,NA,NA,NA,"","","","","2016-11-30 13:49:51","232854",16,"urn:uuid:0e9d9a2c-760f-446b-843f-8662c2a68b07","http://swbiodiversity.org/seinet/collections/individual/index.php?occid=240692"
242102,"USU","UTC","","PreservedSpecimen","c4d052e7-78db-4334-b450-cb7494cb126b","UTC00234394","","Plantae","Magnoliophyta",NA,"Solanales","Solanaceae","Physalis virginiana","P. Mill.","Physalis","virginiana","","","Assumed to be collector","Assumed to be collection year","","","","","","Doug Johnson ",NA,"","sn","1997-08-13",1997,8,13,225,NA,"","UTM Zone 12 Easting 416479 Northing 4472483. Voucher for Digital Image 2008","South aspect in fallow agricultural field ","","","","",NA,"","","","",0,"",NA,NA,NA,NA,"","United States","Utah","Salt Lake","","Hilly area ","",0,NA,NA,NA,"",NA,"","","","","","",1650,NA,NA,NA,NA,"5400ft","","","","2016-11-30 13:49:51","234394",16,"urn:uuid:c4d052e7-78db-4334-b450-cb7494cb126b","http://swbiodiversity.org/seinet/collections/individual/index.php?occid=242102"
268321,"USU","UTC","","PreservedSpecimen","c9bde667-f695-43f2-84f0-4cc1529b913f","UTC00219856","","Plantae","Magnoliophyta",NA,"Solanales","Solanaceae","Physalis virginiana","P. Mill.","Physalis","virginiana","","","","","","","","","","Andreas Leidolf; John R. MacDonald ",NA,"","685","1994-08-11",1994,8,11,223,NA,"","","Interior Flatwoods region  prostrate  along dirt road  on south side of creek  Virginia Groundcherry.","","","","",NA,"","","","",0,"",NA,NA,NA,NA,"","United States","Mississippi","Oktibbeha","","On Hwy. 389 ca. 4.5 miles north of Starkville  small drainage just N of Trim Cane Creek  0.25 miles south of Camp Semino ","",0,NA,NA,NA,"",NA,"","","","","","",NA,NA,NA,NA,NA,"","","","","2016-11-30 13:49:51","219856",16,"urn:uuid:c9bde667-f695-43f2-84f0-4cc1529b913f","http://swbiodiversity.org/seinet/collections/individual/index.php?occid=268321"
4123078,"UNM","","","PreservedSpecimen","f3238b08-5163-4c24-bf7f-92133dc9e0a9","","127725","Plantae","Magnoliophyta",NA,"Solanales","Solanaceae","Physalis virginiana","P. Mill.","Physalis","virginiana","","","","","","","","","","Sivinski, Robert",NA,"","2397","1993-07-14",1993,7,14,195,NA,"","","Creek-side riparian area","","Rhizomatous. Only one plant","","",NA,"","with Populus angustifolia, Salix exigua.","","",NA,"",NA,NA,NA,NA,"Single Sheet - 1","United States","New Mexico","Santa Fe","","Glorieta; Pecos National Historical monument, Glorieta battle field.","",NA,NA,35.57252,-105.755,"WGS84",NA,"35.57252° N, 105.755° W","","","","","Found using TRS to estimate location with Google Maps.",2207,NA,NA,NA,NA,"7240 ft.","","","","2013-04-26 14:35:47","122879",21,"urn:uuid:f3238b08-5163-4c24-bf7f-92133dc9e0a9","http://swbiodiversity.org/seinet/collections/individual/index.php?occid=4123078"
4013213,"UNM","","","PreservedSpecimen","3bfe24db-2945-431b-99f9-d61d9085599f","","20181","Plantae","Magnoliophyta",NA,"Solanales","Solanaceae","Physalis virginiana var. campaniforma","P. Mill.","Physalis","virginiana","","","","","","","","","Isotype","P.C. Standley",NA,"","4556","1908-07-25",1908,7,25,207,NA,"7/25/1908","","","","","","",NA,"","","","",NA,"",NA,NA,NA,NA,"Sheets - 1","United States","New Mexico","Unplaced County","","Mouth of Indian Creek, in the Pecos River National Forest.","",NA,NA,NA,NA,"",NA,"","","","","","",2438,NA,NA,NA,NA,"8000ft","","","","2013-07-08 16:05:50","12286",21,"urn:uuid:3bfe24db-2945-431b-99f9-d61d9085599f","http://swbiodiversity.org/seinet/collections/individual/index.php?occid=4013213"
4099532,"UNM","","","PreservedSpecimen","ee4221cd-ced0-4ec9-9750-1e9cbaebf176","","20186","Plantae","Magnoliophyta",NA,"Solanales","Solanaceae","Physalis virginiana var. campaniforma","P. Mill.","Physalis","virginiana","","","M. Guthrie","1989","","","","","","P.C. Standley",NA,"","5038","1908-08-18",1908,8,18,231,NA,"8/18/1908","","","","","","",NA,"","","","",NA,"",NA,NA,NA,NA,"Sheets - 1","United States","New Mexico","San Miguel","","Collected near Pecos.","",NA,NA,NA,NA,"",NA,"","","","","","",2042,NA,NA,NA,NA,"6700ft","","","","2010-11-17 15:49:34","98674",21,"urn:uuid:ee4221cd-ced0-4ec9-9750-1e9cbaebf176","http://swbiodiversity.org/seinet/collections/individual/index.php?occid=4099532"
4143500,"UNM","","","PreservedSpecimen","cb82ad49-c106-42b4-986d-41f7eed1c2fe","","128802","Plantae","Magnoliophyta",NA,"Solanales","Solanaceae","Physalis virginiana var. campaniforma","P. Mill.","Physalis","virginiana","","","","","","","","","","Sivinski, R.",NA,"Franklet, Sharon","8287","2012-06-06",2012,6,6,158,NA,"","","Sandy soil","","Rhizomatous patch of several clones; corolla greenish yellow with 5 interior brownish basal spots; anthers yellow, filaments dark gray. Only two patches seen.","","",NA,"","in recently burned forest of Pinus ponderosa, Quercus gambelii with Harbouria trachypleura, Packera actinella.","","",NA,"",NA,NA,NA,NA,"Single Sheet - 1","United States","New Mexico","San Miguel","","Sangre de Cristo Mountains, La Cañada, ca. 0.1 miles NW of the San Ignacio Cemetery.","",NA,NA,35.77796,-105.34476,"WGS84",NA,"35.77796° N, 105.34476° E","","","","","",2220,NA,NA,NA,NA,"2220m","","","","2013-11-08 14:16:15","124750",21,"urn:uuid:cb82ad49-c106-42b4-986d-41f7eed1c2fe","http://swbiodiversity.org/seinet/collections/individual/index.php?occid=4143500"
3162425,"NMC","","","PreservedSpecimen","","23621","","Plantae","Magnoliophyta",NA,"Solanales","Solanaceae","Physalis virginiana","P. Mill.","Physalis","virginiana","","","J.R. Sullivan","Mar. 1994","","","","","","P.C. Standley",NA,"","sn","1905-05-28",1905,5,28,148,NA,"","","","","","","",NA,"","","","",NA,"",NA,NA,NA,NA,"","United States","Missouri","Greene","","Springfield","",NA,NA,NA,NA,"",NA,"","","","","","",NA,NA,NA,NA,NA,"","","","","2015-05-02 02:30:11","23621",22,"urn:uuid:1bdcb15e-1f94-400a-ab29-5679656020b8","http://swbiodiversity.org/seinet/collections/individual/index.php?occid=3162425"
3162426,"NMC","","","PreservedSpecimen","","23701","","Plantae","Magnoliophyta",NA,"Solanales","Solanaceae","Physalis virginiana","P. Mill.","Physalis","virginiana","","","J.R. Sullivan","Mar. 1994","","","","","","J.F. Brenckle",NA,"","39-09","1939-07-07",1939,7,7,188,NA,"","","","","","","",NA,"","Symphoricarpos occidentalis","","",NA,"",NA,NA,NA,NA,"","United States","South Dakota","Spink","","Camerton Hill, near Northville","",NA,NA,NA,NA,"",NA,"","","","","","",NA,NA,NA,NA,NA,"","","","","2015-05-02 02:30:11","23701",22,"urn:uuid:e3a482f0-f678-4e37-9e67-d3b5cf9f299f","http://swbiodiversity.org/seinet/collections/individual/index.php?occid=3162426"
3402995,"NMC","","","PreservedSpecimen","","82406","","Plantae","Magnoliophyta",NA,"Solanales","Solanaceae","Physalis virginiana","P. Mill.","Physalis","virginiana","","","","","","","","","","D. Friedrick",NA,"","3799","2002-09-09",2002,9,9,252,NA,"","","","","","","",NA,"","Alluvial meadow with Quercus grisea, Pinus edulis, Juniperus monosperma, Juniperus deppeana on surrounding hillside.","","",NA,"",NA,NA,NA,NA,"","United States","New Mexico","Grant","","Carter property, 2329 Cottage San Road.","",NA,NA,NA,NA,"",NA,"","","","","","",1890,NA,NA,NA,NA,"6200ft","","","","2015-05-02 02:30:11","82406",22,"urn:uuid:b2ea9864-9f6c-4965-b20c-6e5e27045a7b","http://swbiodiversity.org/seinet/collections/individual/index.php?occid=3402995"
116371,"SNM","","","PreservedSpecimen","5b9f521f-b6ef-40e1-a963-14d9f4b40d91","6159","","Plantae","Magnoliophyta",NA,"Solanales","Solanaceae","Physalis virginiana","P. Mill.","Physalis","virginiana","","","","","","","","","","D.W. Janssen",NA,"","","2001-09-22",2001,9,22,265,NA,"9/22/2001","","Waste area, disturbed earth and organic trash","","","","",NA,"","","","",NA,"",NA,NA,NA,NA,"","United States","New Mexico","Grant","","Bear Mtn Rd, NW of Silver City","",NA,NA,32.81955,-108.309183,"",NA,"32° 49.173m N; 108° 18.551m W","","","","","",1920,NA,NA,NA,NA,"6300ft","","","","2016-03-08 18:10:31","6159",25,"urn:uuid:5b9f521f-b6ef-40e1-a963-14d9f4b40d91","http://swbiodiversity.org/seinet/collections/individual/index.php?occid=116371"
521419,"CS","","","PreservedSpecimen","","206320","","Plantae","Magnoliophyta",NA,"Solanales","Solanaceae","Physalis virginiana","P. Mill.","Physalis","virginiana","","","","","","","","","","H Krish",NA,"","16","2001-09-27",2001,9,27,270,NA,"","","","","","","",NA,"","","","",0,"",NA,NA,NA,NA,"","USA","Colorado","Larimer County","","N from the parking lot of the Orthopedic Center of the Rockeis.  1/5 mi. E on trail, until get to Poudre River.","",0,NA,40.5753,-105.05,"",NA,"","","","","","",1524,NA,NA,NA,NA,"","","","","2015-01-06 14:31:47","206320",30,"urn:uuid:e0825e1c-a9c5-4950-8d96-4d640921743d","http://swbiodiversity.org/seinet/collections/individual/index.php?occid=521419"
3016568,"CS","","","PreservedSpecimen","","95457","","Plantae","Magnoliophyta",NA,"Solanales","Solanaceae","Physalis virginiana","P. Mill.","Physalis","virginiana","","","R. J. Rondeau","","","","","","","R. J. Rondeau",NA,"","97-119","1997-09-09",1997,9,9,252,NA,"","","Uncommon in meadow with Stipa comata and Monarda fistulosa; petals not reflexed.","","","","",NA,"","","","",NA,"",NA,NA,NA,NA,"","USA","Colorado","Larimer County","","Lory State Park; along Arthur's Rock Trail.","",NA,NA,NA,NA,"",NA,"T7N R70W S24","","","","","",1829,NA,NA,NA,NA,"6000 ft.","","","","2015-01-06 14:31:47","277894",30,"urn:uuid:db56aac0-137e-4600-a614-90e59ee03f2f","http://swbiodiversity.org/seinet/collections/individual/index.php?occid=3016568"
6459158,"NY","","","PreservedSpecimen","URN:catalog:NY:Herbarium:01088680","1088680","","Plantae","Magnoliophyta",NA,"Solanales","Solanaceae","Physalis virginiana","P. Mill.","Physalis","virginiana","","","D. E. Atha","2009","","","","","","D. E. Atha",NA,"","7180","2009-05-14",2009,5,14,134,NA,"14-May-09","","","","","","",NA,"","","","",NA,"",NA,NA,NA,NA,"","United States of America","Tennessee","Decatur Co.","","ca 16 km SW of Parsons town, ca 2 km W of Tennessee River","",NA,NA,35.5426111,-88.0060919,"",NA,"","","","","","",132,132,NA,NA,NA,"","","","","2015-04-17 07:39:13","1257607",40,"urn:uuid:f7c26847-df87-44f5-94ee-67e024984f7a","http://swbiodiversity.org/seinet/collections/individual/index.php?occid=6459158"
2788477,"NY","","","PreservedSpecimen","URN:catalog:NY:Herbarium:138859","138859","","Plantae","Magnoliophyta",NA,"Solanales","Solanaceae","Physalis virginiana var. campaniforma","Waterf.","Physalis","virginiana","var.","campaniforma","","","","","","","isotype","P. C. Standley",NA,"","4556","1908-07-25",1908,7,25,207,NA,"25-Jul-08","","","","","","",NA,"","","","",NA,"",NA,NA,NA,NA,"","United States of America","New Mexico","","","Pecos River National Forest; Mouth of Indian Creek","",NA,NA,NA,NA,"",NA,"","","","","","",2438,2438,NA,NA,NA,"","","","","2015-04-17 07:39:13","284149",40,"urn:uuid:c4ca9676-6407-4de5-a4ce-918af29be33d","http://swbiodiversity.org/seinet/collections/individual/index.php?occid=2788477"
6433759,"NY","","","PreservedSpecimen","URN:catalog:NY:Herbarium:138895","138895","","Plantae","Magnoliophyta",NA,"Solanales","Solanaceae","Physalis virginiana var. longiseta","Waterf.","Physalis","virginiana","var.","longiseta","","","","","","","isotype","E. Palmer",NA,"","53","1904-06-02",1904,6,2,154,NA,"02 Jun 1904-08 Jun 1904","","","","","","",NA,"","","","",NA,"",NA,NA,NA,NA,"","Mexico","San Luis Potosí","","","Rio Verde","",NA,NA,21.9319444,-99.98,"",NA,"","","","","","",NA,NA,NA,NA,NA,"","","","","2015-12-13 01:44:24","702532",40,"urn:uuid:245653f9-35f7-4f16-b5f6-3c8fcfc050e9","http://swbiodiversity.org/seinet/collections/individual/index.php?occid=6433759"
1374833,"RM","","","PreservedSpecimen","","","","Plantae","Magnoliophyta",NA,"Solanales","Solanaceae","Physalis virginiana","P. Mill.","Physalis","virginiana","","","","","","","","","","Rachel Newton",NA,"","6502","2006-07-29",2006,7,29,210,NA,"","","Dry, sandy Pinus forest.","","","","",NA,"","","flowering and fruiting","",NA,"",NA,NA,NA,NA,"","U.S.A.","Wyoming","Weston","","Wetlands and Adjacent Areas: seeping spring, ca 7 air mi NE of Newcastle.","",NA,NA,43.89099,-104.07884,"NAD 83",NA,"43.89099° N, 104.07884° W; GPS Reading; T45N R60W S8 NE1/4 of SE1/4","","","GPS Reading","","",1474,NA,NA,NA,NA,"4834 ft.","","English","","2009-03-19 15:53:12","RM-325117",50,"urn:uuid:65e7a37a-420f-48cc-906c-10d7432a1629","http://swbiodiversity.org/seinet/collections/individual/index.php?occid=1374833"
1484016,"RM","","","PreservedSpecimen","","110939","","Plantae","Magnoliophyta",NA,"Solanales","Solanaceae","Physalis virginiana","P. Mill.","Physalis","virginiana","","","","","","","","","","Herman E. Hayward",NA,"","1600","1927-06-28",1927,6,28,179,NA,"","","Streamside; elm, willow, and hackberry association; mesophytic.","","","","",NA,"","","flowering","",NA,"",NA,NA,NA,NA,"","U.S.A.","South Dakota","Fall River","","Hot Springs: Hot Brook Creek.","",NA,NA,43.4519,-103.5093,"",3219,"43.4519° N, 103.5093° W; uncertainty 2 mi.; T7S R5E S10","","","","","",1058,1140,NA,NA,NA,"3470-3740 ft.","","English","","2012-02-29 15:51:32","RM-439134",50,"urn:uuid:c5d988c8-9e10-4e87-aa8c-142401802639","http://swbiodiversity.org/seinet/collections/individual/index.php?occid=1484016"
1486415,"RM","","","PreservedSpecimen","","","","Plantae","Magnoliophyta",NA,"Solanales","Solanaceae","Physalis virginiana","P. Mill.","Physalis","virginiana","","","","","","","","","","Hollis Marriott, Rod Teter",NA,"","12337","2001-08-09",2001,8,9,221,NA,"","Plot CSP01-008, vegetation mapping project.","With Quercus macrocarpa, Pinus ponderosa in broad drainage bottom.","","","","",NA,"","","","",NA,"",NA,NA,NA,NA,"","U.S.A.","South Dakota","Custer","","Black Hills: Custer State Park: Needles Highway (U.S. Hwy 87) near Black Hills Playhouse, in drainage bottom of tributary to Grace Coolidge Creek above Valhalla Lodge, ca 0.3 air mi W of highway, ca 2.1 air mi WNW of Center Lake dam.","",NA,NA,43.8009,-103.4568,"NAD 83",NA,"T3S R6E S7 NW1/4 of SW1/4","","","Nat. Geog. TOPO!","","",1518,NA,NA,NA,NA,"4980 ft.","","English","","2009-03-11 15:10:31","RM-441436",50,"urn:uuid:8dc262d6-81ff-4b6b-8fa9-8252ebcdbcbe","http://swbiodiversity.org/seinet/collections/individual/index.php?occid=1486415"
1486416,"RM","","","PreservedSpecimen","","698938","","Plantae","Magnoliophyta",NA,"Solanales","Solanaceae","Physalis virginiana","P. Mill.","Physalis","virginiana","","","","","","","","","","Hollis Marriott, Rod Teter",NA,"","12337","2001-08-09",2001,8,9,221,NA,"","Plot CSP01-008, vegetation mapping project.","With Quercus macrocarpa, Pinus ponderosa in broad drainage bottom.","","","","",NA,"","","flowering and fruiting","",NA,"",NA,NA,NA,NA,"","U.S.A.","South Dakota","Custer","","Black Hills: Custer State Park: Needles Highway (U.S. Hwy 87) near Black Hills Playhouse, in drainage bottom of tributary to Grace Coolidge Creek above Valhalla Lodge, ca 0.3 air mi W of highway, ca 2.1 air mi WNW of Center Lake dam.","",NA,NA,43.8009,-103.4568,"",NA,"43.8009° N, 103.4568° W; uncertainty 0.25 mi.; T3S R6E S7 NW1/4 of SW1/4","","","","","",1518,NA,NA,NA,NA,"4980 ft.","","English","","2012-02-29 15:51:17","RM-441437",50,"urn:uuid:de446b6c-3b58-4496-93d8-721c78362c06","http://swbiodiversity.org/seinet/collections/individual/index.php?occid=1486416"
1488528,"RM","","","PreservedSpecimen","","133641","","Plantae","Magnoliophyta",NA,"Solanales","Solanaceae","Physalis virginiana","P. Mill.","Physalis","virginiana","","","","","","","","","","Wilhelm G. Solheim",NA,"","131","1928-08-18",1928,8,18,231,NA,"","","Moist river bank.","","","","",NA,"","","flowering","",NA,"",NA,NA,NA,NA,"","U.S.A.","South Dakota","Minnehaha","","Corson.","",NA,NA,43.6165,-96.5655,"NAD 83",1609,"T102N R48W S23","","","Nat. Geog. TOPO!","","",396,412,NA,NA,NA,"1300-1350 ft.","","English","","2013-02-06 11:10:10","RM-443840",50,"urn:uuid:fa1d5ddd-3c46-4d10-9fb1-42b96a1ae51f","http://swbiodiversity.org/seinet/collections/individual/index.php?occid=1488528"
1502481,"RM","","","PreservedSpecimen","","718644","","Plantae","Magnoliophyta",NA,"Solanales","Solanaceae","Physalis virginiana","P. Mill.","Physalis","virginiana","","","","","","","","","","B. Koblitz",NA,"","601","2000-08-23",2000,8,23,236,NA,"","","Roadside","","","","",NA,"","","fruiting","",NA,"",NA,NA,NA,NA,"","U.S.A.","Colorado","Larimer","","Along Larimer County Rd. 72 ca 1 mi E of Owl Canyon Rd., ca 4 mi E of its intersection with U.S. Hwy 287.","",NA,NA,40.77,-105.093333,"",NA,"40° 46.2' N, 105° 5.6' W","","","","","",1646,NA,NA,NA,NA,"1646 m.","","English","","2009-03-19 16:04:26","RM-456693",50,"urn:uuid:5f472200-c0af-488f-9a58-15ea92b417ba","http://swbiodiversity.org/seinet/collections/individual/index.php?occid=1502481"
1505205,"RM","","","PreservedSpecimen","","755007","","Plantae","Magnoliophyta",NA,"Solanales","Solanaceae","Physalis virginiana","P. Mill.","Physalis","virginiana","","","","","","","","","","J. H. Christ, Austin and Ault",NA,"","1782","1935-10-14",1935,10,14,287,NA,"","","Cornfield.","","","","",NA,"","","fruiting","",NA,"",NA,NA,NA,NA,"","U.S.A.","Colorado","El Paso","","Lewis Ranch; from cornfield.","",NA,NA,NA,NA,"",NA,"","","","","","",NA,NA,NA,NA,NA,"","","English","","2013-02-06 11:10:23","RM-459149",50,"urn:uuid:230b2832-c208-444f-97ce-377e0fb8a370","http://swbiodiversity.org/seinet/collections/individual/index.php?occid=1505205"
1509771,"RM","","","PreservedSpecimen","","42865","","Plantae","Magnoliophyta",NA,"Solanales","Solanaceae","Physalis virginiana","P. Mill.","Physalis","virginiana","","","","","","","","","","Frank Tweedy",NA,"","5201","1902-08-00",1902,8,0,NA,NA,"","","","","","","",NA,"","","fruiting","",NA,"",NA,NA,NA,NA,"","U.S.A.","Colorado","Boulder","","Between Sunshine and Ward.","",NA,NA,NA,NA,"",NA,"","","","","","",2439,NA,NA,NA,NA,"8000 ft.","","English","","2009-03-19 16:04:26","RM-463263",50,"urn:uuid:2464b9a6-a7ea-4786-9a8a-5f2c912b2768","http://swbiodiversity.org/seinet/collections/individual/index.php?occid=1509771"
1509787,"RM","","","PreservedSpecimen","","42864","","Plantae","Magnoliophyta",NA,"Solanales","Solanaceae","Physalis virginiana","P. Mill.","Physalis","virginiana","","","","","","","","","","Frank Tweedy",NA,"","5232","1902-07-00",1902,7,0,NA,NA,"","","Plains and foothills.","","","","",NA,"","","flowering and fruiting","",NA,"",NA,NA,NA,NA,"","U.S.A.","Colorado","Boulder","","Near Boulder, CO.","",NA,NA,NA,NA,"",NA,"","","","","","",1829,NA,NA,NA,NA,"6000 ft.","","English","","2009-03-19 16:04:26","RM-463278",50,"urn:uuid:eceac162-17fb-4c33-b2e6-977755da9386","http://swbiodiversity.org/seinet/collections/individual/index.php?occid=1509787"
