"id","institutionCode","collectionCode","ownerInstitutionCode","basisOfRecord","occurrenceID","catalogNumber","otherCatalogNumbers","kingdom","phylum","class","order","family","scientificName","scientificNameAuthorship","genus","specificEpithet","taxonRank","infraspecificEpithet","identifiedBy","dateIdentified","identificationReferences","identificationRemarks","taxonRemarks","identificationQualifier","typeStatus","recordedBy","recordedByID","associatedCollectors","recordNumber","eventDate","year","month","day","startDayOfYear","endDayOfYear","verbatimEventDate","occurrenceRemarks","habitat","substrate","verbatimAttributes","fieldNumber","informationWithheld","dataGeneralizations","dynamicProperties","associatedTaxa","reproductiveCondition","establishmentMeans","cultivationStatus","lifeStage","sex","individualCount","samplingProtocol","samplingEffort","preparations","country","stateProvince","county","municipality","locality","locationRemarks","localitySecurity","localitySecurityReason","decimalLatitude","decimalLongitude","geodeticDatum","coordinateUncertaintyInMeters","verbatimCoordinates","georeferencedBy","georeferenceProtocol","georeferenceSources","georeferenceVerificationStatus","georeferenceRemarks","minimumElevationInMeters","maximumElevationInMeters","minimumDepthInMeters","maximumDepthInMeters","verbatimDepth","verbatimElevation","disposition","language","recordEnteredBy","modified","sourcePrimaryKey","collId","recordId","references"
11104646,"MSC","","","PreservedSpecimen","01a98310-d880-4111-977a-48a92202c558","MSC0202756","","Plantae","Magnoliophyta",NA,"Solanales","Solanaceae","Physalis philadelphica","Lam.","Physalis","philadelphica","","","","","","","","","","",NA,"","","",NA,NA,NA,NA,NA,"","","","","","","",NA,"","","","",NA,"",NA,NA,NA,NA,"","","","","","","",0,NA,NA,NA,"",NA,"","","","","","",NA,NA,NA,NA,NA,"","","","Becca Albert","2016-08-27 05:12:49","",236,"urn:uuid:01a98310-d880-4111-977a-48a92202c558","http://swbiodiversity.org/seinet/collections/individual/index.php?occid=11104646"
7884065,"NCSC","NCSC","","PreservedSpecimen","1af66cfb-69f3-4ecb-8596-c78204c038cb","NCSC00029508","","Plantae","Magnoliophyta",NA,"Solanales","Solanaceae","Physalis philadelphica","Lam.","Physalis","philadelphica","","","","","","","","","","Milo Guthrie",NA,"","642","1985-10-07",1985,10,7,280,NA,"07 X 85","","garden","","","","",NA,"","","","",NA,"",NA,NA,NA,NA,"","United States","Tennessee","Cannon","","North side of Short Mt.","",NA,NA,NA,NA,"",NA,"N/A; ,","","","","","",NA,NA,NA,NA,NA,"","","","","2016-05-03 14:39:15","",254,"urn:uuid:1af66cfb-69f3-4ecb-8596-c78204c038cb","http://swbiodiversity.org/seinet/collections/individual/index.php?occid=7884065"
7884072,"NCSC","NCSC","","PreservedSpecimen","aab13706-c77b-448d-9af5-0257ad3085e2","NCSC00029509","","Plantae","Magnoliophyta",NA,"Solanales","Solanaceae","Physalis philadelphica","Lam.","Physalis","philadelphica","","","","","","","","","","Milo Pyne",NA,"","88-216","1988-08-16",1988,8,16,229,NA,"16 Aug 1988","","Flowerbed N of NCSU Botany Dept. Greenhouse.","","","","",NA,"","","","",NA,"",NA,NA,NA,NA,"","United States","North Carolina","Wake County","","UNK","",NA,NA,NA,NA,"",NA,",","","","","","",NA,NA,NA,NA,NA,"","","","","2016-05-03 14:39:15","",254,"urn:uuid:aab13706-c77b-448d-9af5-0257ad3085e2","http://swbiodiversity.org/seinet/collections/individual/index.php?occid=7884072"
7884073,"NCSC","NCSC","","PreservedSpecimen","39926fb8-81de-4197-852b-5775793da6ca","NCSC00029510","","Plantae","Magnoliophyta",NA,"Solanales","Solanaceae","Physalis philadelphica","Lam.","Physalis","philadelphica","","","","","","","","","","Milo Pyne",NA,"","88-216","1988-08-16",1988,8,16,229,NA,"16 Aug 1988","","Flowerbed N of NCSU Botany Dept. Greenhouse.","","","","",NA,"","","","",NA,"",NA,NA,NA,NA,"","United States","North Carolina","Wake County","","UNK","",NA,NA,NA,NA,"",NA,",","","","","","",NA,NA,NA,NA,NA,"","","","","2016-05-03 14:39:15","",254,"urn:uuid:39926fb8-81de-4197-852b-5775793da6ca","http://swbiodiversity.org/seinet/collections/individual/index.php?occid=7884073"
7884403,"NCSC","NCSC","","PreservedSpecimen","41d2133b-bf12-42f5-84bf-10d48beef250","NCSC00029507","","Plantae","Magnoliophyta",NA,"Solanales","Solanaceae","Physalis philadelphica","Lam.","Physalis","philadelphica","","","","1992-01-03","","","","","","Olivia Kemp",NA,"","s.n.","",NA,NA,NA,NA,NA,"s.d.","","N/A","","","","",NA,"","","","",NA,"",NA,NA,NA,NA,"","United States","North Carolina","Vance","","Henderson","",NA,NA,NA,NA,"",NA,"N/A; ,","","","","","",0,NA,NA,NA,NA,"0 0 M","","","","2016-05-03 14:39:15","",254,"urn:uuid:41d2133b-bf12-42f5-84bf-10d48beef250","http://swbiodiversity.org/seinet/collections/individual/index.php?occid=7884403"
6778991,"UWFP","","","PreservedSpecimen","a8172742-6778-45ab-b1f6-c8bc482c3927","UWFP017615","","Plantae","Magnoliophyta",NA,"Solanales","Solanaceae","Physalis philadelphica","Lam.","Physalis","philadelphica","","","","","","","","","","",NA,"","","",NA,NA,NA,NA,NA,"","","","","","","",NA,"","","","",NA,"",NA,NA,NA,NA,"","United States","California","","","","",NA,NA,NA,NA,"",NA,"","","","","","",NA,NA,NA,NA,NA,"","","en","","2015-07-13 14:23:47","",260,"urn:uuid:a8172742-6778-45ab-b1f6-c8bc482c3927","http://swbiodiversity.org/seinet/collections/individual/index.php?occid=6778991"
6778992,"UWFP","","","PreservedSpecimen","6575118a-bf49-4cab-89e7-6fb0bdfb7cb4","UWFP017616","","Plantae","Magnoliophyta",NA,"Solanales","Solanaceae","Physalis philadelphica","Lam.","Physalis","philadelphica","","","","","","","","","","",NA,"","","",NA,NA,NA,NA,NA,"","","","","","","",NA,"","","","",NA,"",NA,NA,NA,NA,"","","","","","","",NA,NA,NA,NA,"",NA,"","","","","","",NA,NA,NA,NA,NA,"","","en","","2015-07-13 14:23:47","",260,"urn:uuid:6575118a-bf49-4cab-89e7-6fb0bdfb7cb4","http://swbiodiversity.org/seinet/collections/individual/index.php?occid=6778992"
10248030,"KNK","","","PreservedSpecimen","3ec98a78-bb81-496a-84d7-97a130ba4ded","31973000011498","","Plantae","Magnoliophyta",NA,"Solanales","Solanaceae","Physalis philadelphica","Lam.","Physalis","philadelphica","","","Whitson, Maggie (Mary)","","","","","","","Bryson, Charles",NA,"","17285","1999-06-24",1999,6,24,175,NA,"","","Stoneville, USDA-ARS Southern Weed Science Research Unit Greenhouse.","","Greenhouse plants. Seed from Valley Seed Company in California. For research and voucher for SWSS Weed ID Guide photos.","","",NA,"","","flowering","",NA,"",NA,NA,NA,NA,"","United States","Mississippi","Washington","","In Stoneville; USDA-ARS Southern Weed Science Research Unit Greenhouse","",NA,NA,NA,NA,"",NA,"","","","","","",NA,NA,NA,NA,NA,"","","","","2016-06-18 14:32:09","31973000011498",261,"urn:uuid:982f8e9b-4d15-4bba-8ed7-323af6c2d04a","http://swbiodiversity.org/seinet/collections/individual/index.php?occid=10248030"
9777114,"VSC","","","PreservedSpecimen","af0d3e24-0fe7-11e3-80ec-0050569e004a","VSC0038908","","Plantae","Magnoliophyta",NA,"Solanales","Solanaceae","Physalis philadelphica","Lam.","Physalis","philadelphica","","","","","","","","","","Charles T. Bryson",NA,"","","1999-06-24",1999,6,24,175,NA,"","","","","","17285","",NA,"","","","",NA,"",NA,NA,NA,NA,"","United States","California","Nevada County","","","",NA,NA,NA,NA,"",NA,"","","","","","",NA,NA,NA,NA,NA,"","","","","2016-06-09 11:48:30","af0d3e24-0fe7-11e3-80ec-0050569e004a",263,"urn:uuid:960ba97d-556a-40b7-a17d-ccbe906e4b6a","http://swbiodiversity.org/seinet/collections/individual/index.php?occid=9777114"
8688950,"VPI","","","PreservedSpecimen","ca73bc51-cdbb-4a0f-918a-f0e46cd72675","VPI-V-0011293","","Plantae","Magnoliophyta",NA,"Solanales","Solanaceae","Physalis philadelphica","Lam.","Physalis","philadelphica","","","","","","","","","","",NA,"","","",NA,NA,NA,NA,NA,"","","","","","","",NA,"","","","",NA,"",NA,NA,NA,NA,"","United States","Virginia","Giles","","","",NA,NA,NA,NA,"",NA,"","","","","","",NA,NA,NA,NA,NA,"","","en","VPI_VascPls2","2016-03-21 18:57:54","",271,"urn:uuid:ca73bc51-cdbb-4a0f-918a-f0e46cd72675","http://swbiodiversity.org/seinet/collections/individual/index.php?occid=8688950"
7723033,"BDI","","","PreservedSpecimen","","","","Plantae","Magnoliophyta",NA,"Solanales","Solanaceae","Physalis philadelphica","Lam.","Physalis","philadelphica","","","","","","","","","","",NA,"","","",NA,NA,NA,NA,NA,"","No additional data listed on specimen.","","","","","",NA,"","","","",NA,"",NA,NA,NA,NA,"","United States","Iowa","Muscatine","","Montpelier. Bank of Mississippi River","",NA,NA,NA,NA,"",NA,"","","","","","",NA,NA,NA,NA,NA,"","","","","2015-10-05 15:48:43","13480",275,"urn:uuid:1a1965e0-484f-4354-bc5e-f1aac92ca535","http://swbiodiversity.org/seinet/collections/individual/index.php?occid=7723033"
7723034,"BDI","","","PreservedSpecimen","","","","Plantae","Magnoliophyta",NA,"Solanales","Solanaceae","Physalis philadelphica","Lam.","Physalis","philadelphica","","","","","","","","","","Parker, C.F. (?)",NA,"","","1874-09-27",1874,9,27,270,NA,"","","","","","","",NA,"","","","",NA,"",NA,NA,NA,NA,"","United States","","","","The Neck [Tea Neck - NJ?]","",NA,NA,NA,NA,"",NA,"","","","","","",NA,NA,NA,NA,NA,"","","","","2015-10-05 15:48:43","13481",275,"urn:uuid:73ab3eb3-9e19-43ef-a139-4b43404dced7","http://swbiodiversity.org/seinet/collections/individual/index.php?occid=7723034"
7723035,"BDI","","","PreservedSpecimen","","","","Plantae","Magnoliophyta",NA,"Solanales","Solanaceae","Physalis philadelphica","Lam.","Physalis","philadelphica","","","","","","color: yellowish","","","","Melville, Naomi",NA,"","","1891-06-08",1891,6,8,159,NA,"","Naomi Melville: 1891 Davenport High School graduate and this collection is likely part of a class project.","","","","","",NA,"","","","",NA,"",NA,NA,NA,NA,"","United States","Illinois","Rock Island","","R. I. Arsenal","",NA,NA,NA,NA,"",NA,"","","","","","",NA,NA,NA,NA,NA,"","","","","2015-10-05 15:48:43","13482",275,"urn:uuid:df0fd163-4808-4c9b-890c-8d34bf4de70c","http://swbiodiversity.org/seinet/collections/individual/index.php?occid=7723035"
7723036,"BDI","","","PreservedSpecimen","","","","Plantae","Magnoliophyta",NA,"Solanales","Solanaceae","Physalis philadelphica","Lam.","Physalis","philadelphica","","","","","","","","","","",NA,"","","",NA,NA,NA,NA,NA,"","2 duplicates in herbarium. No additional data listed on specimen.","","","","","",NA,"","","","",NA,"",NA,NA,NA,NA,"","United States","","","","","",NA,NA,NA,NA,"",NA,"","","","","","",NA,NA,NA,NA,NA,"","","","","2015-10-05 15:48:43","13483",275,"urn:uuid:e02bcdad-1442-465b-9cdb-08cd6ed3edf6","http://swbiodiversity.org/seinet/collections/individual/index.php?occid=7723036"
8010937,"HCIB","","","PreservedSpecimen","db306547-a60e-46fb-a043-0608137f7c34","3801","","Plantae","Magnoliophyta",NA,"Solanales","Solanaceae","Physalis philadelphica","Lam.","Physalis","philadelphica","","","Miguel Domínguez León","1/22/1990","","","Tomatillo","","","José Luis León de la Luz",NA,"","4286","1990-01-15",1990,1,15,15,NA,"","","MSC","","Herbácea Anual","","",NA,"","","","",NA,"",NA,NA,NA,NA,"","México","BCS","La Paz","Costa del Golfo de California","km 35 Carr. San Juan de Costa - San Evaristo","",NA,NA,24.505465,-110.747533,"",NA,"","","","","","",30,NA,NA,NA,NA,"","HCIB","","","2015-12-09 06:01:14","",285,"urn:uuid:db306547-a60e-46fb-a043-0608137f7c34","http://swbiodiversity.org/seinet/collections/individual/index.php?occid=8010937"
8010938,"HCIB","","","PreservedSpecimen","417e1f8f-127f-47ba-828b-ab40cfcde3e6","5041","","Plantae","Magnoliophyta",NA,"Solanales","Solanaceae","Physalis philadelphica","Lam.","Physalis","philadelphica","","","Francisco Ramos","2/16/1992","","","Tomatillo","","","Miguel Domínguez León",NA,"","180","1991-02-16",1991,2,16,47,NA,"","","MSC","","Herbácea Anual","","",NA,"","","","",NA,"",NA,NA,NA,NA,"","México","BCS","Comondú","Sierra La Giganta","Las Praderas, 16 km al N de La Purísima","",NA,NA,26.233333,-112.1,"",NA,"","","","","","",130,NA,NA,NA,NA,"","HCIB","","","2015-12-09 06:01:14","",285,"urn:uuid:417e1f8f-127f-47ba-828b-ab40cfcde3e6","http://swbiodiversity.org/seinet/collections/individual/index.php?occid=8010938"
8010939,"HCIB","","","PreservedSpecimen","88de1a22-b6b3-4b27-a0eb-1a27b84afeaf","10053","","Plantae","Magnoliophyta",NA,"Solanales","Solanaceae","Physalis philadelphica","Lam.","Physalis","philadelphica","","","Thomas R. Van Devender","9/30/1997","","","Tomatillo","","","José Luis León de la Luz",NA,"","8783","1997-09-23",1997,9,23,266,NA,"","","BPE","","Herbácea Anual","","",NA,"","","","",NA,"",NA,NA,NA,NA,"","México","Son.","Yécora","Sierra de Yécora","Mesa del Campanero","",NA,NA,28.331499,-109.025498,"",NA,"","","","","","",2107,NA,NA,NA,NA,"","HCIB","","","2015-12-09 06:01:14","",285,"urn:uuid:88de1a22-b6b3-4b27-a0eb-1a27b84afeaf","http://swbiodiversity.org/seinet/collections/individual/index.php?occid=8010939"
8010940,"HCIB","","","PreservedSpecimen","8d0fe31a-dc58-43fe-b8a5-518cde3af3ac","10782","","Plantae","Magnoliophyta",NA,"Solanales","Solanaceae","Physalis philadelphica","Lam.","Physalis","philadelphica","","","Miguel Domínguez León","3/25/1998","","","Tomatillo","","","Miguel Domínguez León",NA,"","2406","1998-03-18",1998,3,18,77,NA,"","","MSC","","Herbácea Anual","","",NA,"","","","",NA,"",NA,NA,NA,NA,"","México","BCS","Mulegé","E/Freidera y R.San Angel","N de Laguna San Ignacio","",NA,NA,27.033333,-113.116667,"",NA,"","","","","","",12,NA,NA,NA,NA,"","HCIB","","","2015-12-09 06:01:14","",285,"urn:uuid:8d0fe31a-dc58-43fe-b8a5-518cde3af3ac","http://swbiodiversity.org/seinet/collections/individual/index.php?occid=8010940"
8010941,"HCIB","","","PreservedSpecimen","b477e849-8f50-4c21-b3bc-c1d6dae073e5","10786","","Plantae","Magnoliophyta",NA,"Solanales","Solanaceae","Physalis philadelphica","Lam.","Physalis","philadelphica","","","Miguel Domínguez León","3/26/1998","","","Tomatillo","","","Miguel Domínguez León",NA,"","2410","1998-03-19",1998,3,19,78,NA,"","","MSC","","Herbácea Anual","","",NA,"","","","",NA,"",NA,NA,NA,NA,"","México","BCS","Mulegé","Arroyo Los Juncos","Al N de Punta Abreojos","",NA,NA,25.766667,-113.516667,"",NA,"","","","","","",12,NA,NA,NA,NA,"","HCIB","","","2015-12-09 06:01:14","",285,"urn:uuid:b477e849-8f50-4c21-b3bc-c1d6dae073e5","http://swbiodiversity.org/seinet/collections/individual/index.php?occid=8010941"
8010942,"HCIB","","","PreservedSpecimen","0e31196c-ad38-4fa5-a283-705705162e31","11832","","Plantae","Magnoliophyta",NA,"Solanales","Solanaceae","Physalis philadelphica","Lam.","Physalis","philadelphica","","","José Juan Pérez Navarro","10/3/1998","","","Tomatillo","","","José Luis León de la Luz",NA,"","9318","1998-09-24",1998,9,24,267,NA,"","","","","Herbácea Anual","","",NA,"","","","",NA,"",NA,NA,NA,NA,"","México","BCS","Mulegé","Isla San Marcos","Ladera de arroyo en lado NW de la Isla","",NA,NA,30.006531,-115.235991,"",NA,"","","","","","",678,NA,NA,NA,NA,"","HCIB","","","2015-12-09 06:01:14","",285,"urn:uuid:0e31196c-ad38-4fa5-a283-705705162e31","http://swbiodiversity.org/seinet/collections/individual/index.php?occid=8010942"
8010943,"HCIB","","","PreservedSpecimen","536db7ba-5824-4f11-aba0-e49157345c40","12933","","Plantae","Magnoliophyta",NA,"Solanales","Solanaceae","Physalis philadelphica","Lam.","Physalis","philadelphica","","","A. Grimaldo N.","10/5/1989","","","Tomatillo","","","Alberto Grimaldo Nuñez",NA,"","257","1989-09-26",1989,9,26,269,NA,"","","MX","","Herbácea Anual","","",NA,"","","","",NA,"",NA,NA,NA,NA,"","México","Mich.","Zacapu","W de La Angostura","Al W de La Angostura, mpio. de Zacapu, Michoacán","",NA,NA,NA,NA,"",NA,"","","","","","",NA,NA,NA,NA,NA,"","HCIB","","","2015-12-09 06:01:14","",285,"urn:uuid:536db7ba-5824-4f11-aba0-e49157345c40","http://swbiodiversity.org/seinet/collections/individual/index.php?occid=8010943"
8968031,"URV","","","PreservedSpecimen","1d253f23-ed1b-4f5b-a2aa-752772d3b57b","URV014443","","Plantae","Magnoliophyta",NA,"Solanales","Solanaceae","Physalis philadelphica","Lam.","Physalis","philadelphica","","","","","","","","","","",NA,"","","",NA,NA,NA,NA,NA,"","","","","","","",NA,"","","","",NA,"",NA,NA,NA,NA,"","United States","West Virginia","Jefferson","","","",NA,NA,NA,NA,"",NA,"","","","","","",NA,NA,NA,NA,NA,"","","en","jhayden","2016-05-06 13:47:14","",289,"urn:uuid:1d253f23-ed1b-4f5b-a2aa-752772d3b57b","http://swbiodiversity.org/seinet/collections/individual/index.php?occid=8968031"
8968043,"URV","","","PreservedSpecimen","ab162c8d-9e92-4671-8d3a-b02704014e7d","URV014445","","Plantae","Magnoliophyta",NA,"Solanales","Solanaceae","Physalis philadelphica","Lam.","Physalis","philadelphica","","","","","","","","","","",NA,"","","",NA,NA,NA,NA,NA,"","","","","","","",NA,"","","","",NA,"",NA,NA,NA,NA,"","United States","Virginia","Loudoun","","","",NA,NA,NA,NA,"",NA,"","","","","","",NA,NA,NA,NA,NA,"","","en","jhayden","2016-05-06 13:47:14","",289,"urn:uuid:ab162c8d-9e92-4671-8d3a-b02704014e7d","http://swbiodiversity.org/seinet/collections/individual/index.php?occid=8968043"
8968049,"URV","","","PreservedSpecimen","d6ba508e-4a81-4f44-afa9-22572c6ec80d","URV014444","","Plantae","Magnoliophyta",NA,"Solanales","Solanaceae","Physalis philadelphica","Lam.","Physalis","philadelphica","","","","","","","","","","",NA,"","","",NA,NA,NA,NA,NA,"","","","","","","",NA,"","","","",NA,"",NA,NA,NA,NA,"","United States","Virginia","Loudoun","","","",NA,NA,NA,NA,"",NA,"","","","","","",NA,NA,NA,NA,NA,"","","en","jhayden","2016-05-06 13:47:14","",289,"urn:uuid:d6ba508e-4a81-4f44-afa9-22572c6ec80d","http://swbiodiversity.org/seinet/collections/individual/index.php?occid=8968049"
8968057,"URV","","","PreservedSpecimen","aa54046e-b499-4981-9d60-374612a173cc","URV014442","","Plantae","Magnoliophyta",NA,"Solanales","Solanaceae","Physalis philadelphica","Lam.","Physalis","philadelphica","","","","","","","","","","",NA,"","","",NA,NA,NA,NA,NA,"","","","","","","",NA,"","","","",NA,"",NA,NA,NA,NA,"","United States","Virginia","Powhatan","","","",NA,NA,NA,NA,"",NA,"","","","","","",NA,NA,NA,NA,NA,"","","en","jhayden","2016-05-06 13:47:14","",289,"urn:uuid:aa54046e-b499-4981-9d60-374612a173cc","http://swbiodiversity.org/seinet/collections/individual/index.php?occid=8968057"
8968064,"URV","","","PreservedSpecimen","1d9fd016-d525-457b-a8e0-928bd66879b2","URV014441","","Plantae","Magnoliophyta",NA,"Solanales","Solanaceae","Physalis philadelphica","Lam.","Physalis","philadelphica","","","","","","","","","","",NA,"","","",NA,NA,NA,NA,NA,"","","","","","","",NA,"","","","",NA,"",NA,NA,NA,NA,"","United States","Virginia","Powhatan","","","",NA,NA,NA,NA,"",NA,"","","","","","",NA,NA,NA,NA,NA,"","","en","jhayden","2016-05-06 13:47:14","",289,"urn:uuid:1d9fd016-d525-457b-a8e0-928bd66879b2","http://swbiodiversity.org/seinet/collections/individual/index.php?occid=8968064"
8968070,"URV","","","PreservedSpecimen","acfd5ee1-4c0c-4127-b751-61e644477efb","URV014446","","Plantae","Magnoliophyta",NA,"Solanales","Solanaceae","Physalis philadelphica","Lam.","Physalis","philadelphica","","","","","","","","","","",NA,"","","",NA,NA,NA,NA,NA,"","","","","","","",NA,"","","","",NA,"",NA,NA,NA,NA,"","United States","Virginia","Powhatan","","","",NA,NA,NA,NA,"",NA,"","","","","","",NA,NA,NA,NA,NA,"","","en","jhayden","2016-05-06 13:47:14","",289,"urn:uuid:acfd5ee1-4c0c-4127-b751-61e644477efb","http://swbiodiversity.org/seinet/collections/individual/index.php?occid=8968070"
8094256,"BCMEX","","","PreservedSpecimen","286cc5f8-8b2b-4c23-83d6-f2645852a592","2432","","Plantae","Magnoliophyta",NA,"Solanales","Solanaceae","Physalis philadelphica","Lam.","Physalis","philadelphica","","","A. Piña","","","","","","","A. Piña",NA,"","","1985-10-28",1985,10,28,301,NA,"10/28/1985","Maleza.","Desertico, suelo arcilloso.","","","","",NA,"","","","",NA,"",NA,NA,NA,NA,"","México","Coahuila","Torreon","","U.A.A. ""Antonio Narro"" Unidad Laguna Torreon.","",NA,NA,NA,NA,"",NA,"","","","","","",NA,NA,NA,NA,NA,"","","","","2016-01-08 18:19:49","2432",293,"urn:uuid:286cc5f8-8b2b-4c23-83d6-f2645852a592","http://swbiodiversity.org/seinet/collections/individual/index.php?occid=8094256"
8099217,"BCMEX","","","PreservedSpecimen","d72b62f4-b428-46ab-b108-791933c6bbc9","7419","","Plantae","Magnoliophyta",NA,"Solanales","Solanaceae","Physalis philadelphica","Lam.","Physalis","philadelphica","","","J. Rebman","23/04/1994","","","","","","W. Hodgson",NA,"","8192","1994-04-23",1994,4,23,113,NA,"4/23/1994","Occasional annual, flowers cream-yellow with an orange dot.","Along E-W oriented canon and creek; with Aster,.","","","","",NA,"","","","",NA,"",NA,NA,NA,NA,"","México","Baja California Sur","Sierra San Francisco","","Sierra de San Francisco, Arroyo Soledad, within 1/4 -3/4 miles, east of junction with Cañon Santa Teresa","",NA,NA,27.633333,-113.033333,"",NA,"27° 38m 113° 2m","","","","","",NA,NA,NA,NA,NA,"515","","","","2016-01-08 18:19:49","7419",293,"urn:uuid:d72b62f4-b428-46ab-b108-791933c6bbc9","http://swbiodiversity.org/seinet/collections/individual/index.php?occid=8099217"
8202675,"OSC","ORE","","PreservedSpecimen","{FFD40EEA-AA2B-4650-B451-CADCEA705148}","ORE79227","","Plantae","Magnoliophyta",NA,"Solanales","Solanaceae","Physalis philadelphica","Lam.","Physalis","philadelphica","","","Sullivan, J.","2011 - Jan - 9","","","","","","L.F. Henderson",NA,"","","1885-11-15",1885,11,15,319,NA,"","","","","","","",NA,"","","","",NA,"",NA,NA,NA,NA,"","United States","Oregon","[Multnomah]","","Portland.","",NA,NA,45.5236,-122.675,"",19312,"","","","","","",NA,NA,NA,NA,NA,"\\N-\\N","","","","2016-12-22 01:16:56","{FFD40EEA-AA2B-4650-B451-CADCEA705148}",298,"urn:uuid:84e925fb-2d8f-4b8b-9989-d9801bfbfbc8","http://swbiodiversity.org/seinet/collections/individual/index.php?occid=8202675"
8389587,"OSC","ORE","","PreservedSpecimen","{B4849AA6-EEE1-49F4-9036-0F5D944A8003}","ORE79263","","Plantae","Magnoliophyta",NA,"Solanales","Solanaceae","Physalis philadelphica","Lam.","Physalis","philadelphica","","","Sullivan, J.","2011 - Jan - 9","","","","","","W.N. Suksdorf",NA,"","2284","1894-10-21",1894,10,21,294,NA,"","","","","","","",NA,"","","","",NA,"",NA,NA,NA,NA,"","United States","Washington","Klickitat","","near Bingen.","",NA,NA,NA,NA,"",NA,"\\N \\N","","","","","",NA,NA,NA,NA,NA,"\\N-\\N","","","","2016-12-22 01:16:56","{B4849AA6-EEE1-49F4-9036-0F5D944A8003}",298,"urn:uuid:b9954e28-764b-4611-a57c-aeb14bc2dba5","http://swbiodiversity.org/seinet/collections/individual/index.php?occid=8389587"
8624983,"OBI","","","PreservedSpecimen","33d3db91-5375-4ead-a969-ac8c4f476c25","58809","","Plantae","Magnoliophyta",NA,"Solanales","Solanaceae","Physalis philadelphica","Lam.","Physalis","philadelphica","","","Physalis philadelphica, David J. Keil, 2002","","","","","","","David J. Keil",NA,"","28061","1998-09-03",1998,9,3,246,NA,"3-Sep-98","Dup of acc# 58808","Weedy irrigated cornfield.; Occasional.","","Corolla yellow with greenish purple spots.","","",NA,"","","","",NA,"",NA,NA,NA,NA,"","United States","California","San Luis Obispo","","Campus of California Polytechnic State University, San Luis Obispo.","",NA,NA,NA,NA,"",NA,"","","","","","",NA,NA,NA,NA,NA,"","","","","2013-08-20 00:00:00","",306,"urn:uuid:33d3db91-5375-4ead-a969-ac8c4f476c25","http://swbiodiversity.org/seinet/collections/individual/index.php?occid=8624983"
8624991,"OBI","","","PreservedSpecimen","58f30005-bd99-487f-9794-184c18e6f075","78475","","Plantae","Magnoliophyta",NA,"Solanales","Solanaceae","Physalis philadelphica","Lam.","Physalis","philadelphica","","","Physalis philadelphica, David J. Keil, 2002","","","","","","","David J. Keil",NA,"","s.n.","1977-10-29",1977,10,29,302,NA,"29-Oct-77","","In cultivated field; Occ","","Weed. Fls yellow. Frs more than 2 cm diam at maturity","","",NA,"","","","",NA,"",NA,NA,NA,NA,"","United States","California","San Luis Obispo","","Just off Calif 227 along Huasna Rd","",NA,NA,NA,NA,"",NA,"","","","","","",NA,NA,NA,NA,NA,"","","","","2013-08-20 00:00:00","",306,"urn:uuid:58f30005-bd99-487f-9794-184c18e6f075","http://swbiodiversity.org/seinet/collections/individual/index.php?occid=8624991"
8624992,"OBI","","","PreservedSpecimen","39c25a0a-89a4-4136-bfc8-88844766e9f5","17704","","Plantae","Magnoliophyta",NA,"Solanales","Solanaceae","Physalis philadelphica","Lam.","Physalis","philadelphica","","","Physalis philadelphica, David J. Keil, 2002","","","","","","","Hans Wilgenburg",NA,"","7","1977-08-11",1977,8,11,223,NA,"11-Aug-77","","Cultivated cornfield; Sparsely in rows","","2-3 ft tall","","",NA,"","","","",NA,"",NA,NA,NA,NA,"","United States","California","San Luis Obispo","","Cal Poly campus","",NA,NA,NA,NA,"",NA,"","","","","","",NA,NA,NA,NA,NA,"","","","","2013-08-20 00:00:00","",306,"urn:uuid:39c25a0a-89a4-4136-bfc8-88844766e9f5","http://swbiodiversity.org/seinet/collections/individual/index.php?occid=8624992"
8624993,"OBI","","","PreservedSpecimen","c284319a-a8dd-457f-b9a7-1b5431d6c9f8","9162","","Plantae","Magnoliophyta",NA,"Solanales","Solanaceae","Physalis philadelphica","Lam.","Physalis","philadelphica","","","Physalis philadelphica, David J. Keil, 2002","","","","","","","Robert J. Rodin",NA,"","6195","1957-10-11",1957,10,11,284,NA,"11-Oct-57","","","","","","",NA,"","","","",NA,"",NA,NA,NA,NA,"","United States","California","San Luis Obispo","","River bed of Salinas River, Paso Robles, between the bridges","",NA,NA,NA,NA,"",NA,"","","","","","",NA,NA,NA,NA,NA,"","","","","2013-08-20 00:00:00","",306,"urn:uuid:c284319a-a8dd-457f-b9a7-1b5431d6c9f8","http://swbiodiversity.org/seinet/collections/individual/index.php?occid=8624993"
8624997,"OBI","","","PreservedSpecimen","d0ef7de0-a548-476e-aaac-d794ce4c9bea","67322","","Plantae","Magnoliophyta",NA,"Solanales","Solanaceae","Physalis philadelphica","Lam.","Physalis","philadelphica","","","","","","","","","","David J. Keil",NA,"","25520","1995-07-05",1995,7,5,186,NA,"5-Jul-95","","Sand bars in riparian area. Waif flora.; Corolla yellow with purple basal spots. One seen.","","","","",NA,"","","","",NA,"",NA,NA,NA,NA,"","United States","California","Santa Barbara","","North base. santa ynez river at 13th street bridge.","",NA,NA,NA,NA,"",NA,"","","","","","",NA,NA,NA,NA,NA,"","","","","2013-08-20 00:00:00","",306,"urn:uuid:d0ef7de0-a548-476e-aaac-d794ce4c9bea","http://swbiodiversity.org/seinet/collections/individual/index.php?occid=8624997"
