"id","institutionCode","collectionCode","ownerInstitutionCode","basisOfRecord","occurrenceID","catalogNumber","otherCatalogNumbers","kingdom","phylum","class","order","family","scientificName","scientificNameAuthorship","genus","specificEpithet","taxonRank","infraspecificEpithet","identifiedBy","dateIdentified","identificationReferences","identificationRemarks","taxonRemarks","identificationQualifier","typeStatus","recordedBy","recordedByID","associatedCollectors","recordNumber","eventDate","year","month","day","startDayOfYear","endDayOfYear","verbatimEventDate","occurrenceRemarks","habitat","substrate","verbatimAttributes","fieldNumber","informationWithheld","dataGeneralizations","dynamicProperties","associatedTaxa","reproductiveCondition","establishmentMeans","cultivationStatus","lifeStage","sex","individualCount","samplingProtocol","samplingEffort","preparations","country","stateProvince","county","municipality","locality","locationRemarks","localitySecurity","localitySecurityReason","decimalLatitude","decimalLongitude","geodeticDatum","coordinateUncertaintyInMeters","verbatimCoordinates","georeferencedBy","georeferenceProtocol","georeferenceSources","georeferenceVerificationStatus","georeferenceRemarks","minimumElevationInMeters","maximumElevationInMeters","minimumDepthInMeters","maximumDepthInMeters","verbatimDepth","verbatimElevation","disposition","language","recordEnteredBy","modified","sourcePrimaryKey","collId","recordId","references"
729605,"ASU","Plants","","PreservedSpecimen","31d06a19-88e2-4e3e-876b-1fb56d47843d","","264118","Plantae","Magnoliophyta",NA,"Solanales","Solanaceae","Physalis philadelphica","Lam.","Physalis","philadelphica","","","L. R. Landrum","2013","","","","","","Elena Ortiz-Barney",NA,"","335","2000-09-09",2000,9,9,253,NA,"","","Desert Grassland","","","","",NA,"","Eragrostis intermedia, Lycurus setosus, Isocoma tenuisecta","","",0,"",NA,NA,NA,NA,"","USA","Arizona","Santa Cruz County","","Audubon Society's Appleton-Whittell Research Ranch, (Site-3) west of road to headquarters just south of fork","",0,NA,31.608,-110.504,"WGS 1984",NA,"UTM: 12 547053 3497089","","","lat/long generated from utm data field data-9Aug05","","",1463,1475,NA,NA,NA,"4800-4840ft","","","egbot","2015-07-13 14:23:47","103383",1,"urn:uuid:31d06a19-88e2-4e3e-876b-1fb56d47843d","http://swbiodiversity.org/seinet/collections/individual/index.php?occid=729605"
3025545,"ASU","Plants","","PreservedSpecimen","f4497113-0cc2-48f4-a70a-84dfb2ea796a","ASU0050925","206022","Plantae","Magnoliophyta",NA,"Solanales","Solanaceae","Physalis philadelphica","Lam.","Physalis","philadelphica","","","","","","","","","","S. Friedman",NA,"J. R. Zittere","094-95","1995-01-18",1995,1,18,18,NA,"","","Coastal Thornscrub.","","Rare annual; flowers yellow with purple center. Tomatillo, tomate.","","",NA,"","Stenocereus thurberi, Stenocereus alamosensis, and Croton sonorae.","","",NA,"",NA,NA,NA,NA,"","Mexico","Sonora","","","Sirebampo vicinity. 9.5 km south on Mexico 15 from Las Bocas Road turnoff, 3.5 km west on Sirebampo Rd., 11.5 km south (by air) San Jose de Masiaca.","",NA,NA,26.64583,-109.2542,"",NA,"26d 38m 45s N, 109d 15m 15s W","","","","","",30,NA,NA,NA,NA,"","","","Amanda 2012_01_17","2015-01-06 14:31:47","",1,"urn:uuid:f4497113-0cc2-48f4-a70a-84dfb2ea796a","http://swbiodiversity.org/seinet/collections/individual/index.php?occid=3025545"
3034942,"ASU","Plants","","PreservedSpecimen","f5e044c4-181a-420e-8d12-a715f13fff36","","283533","Plantae","Magnoliophyta",NA,"Solanales","Solanaceae","Physalis philadelphica","Lam.","Physalis","philadelphica","","","Les Landrum","2013","","","","","","Liz Makings",NA,"","3743","2011-09-16",2011,9,16,259,NA,"","","grassy, herbaceous area along road with scattered mesquite","","scattered annual, corolla yellow, pendant","","",NA,"scattered annual, corolla yellow, pendant","Sorghum halepense, Amaranthus palmeri, Atriplex canescens, Panicum obtusum, Chloris virgata, Prosopis velutina, Urochloa, Panicum capillare, Proboscidea, Chamaesyce spp.","","",NA,"",NA,NA,NA,NA,"","USA","Arizona","Cochise County","","Escalante Road, San Pedro Riparian National Conservation Area","",NA,NA,31.86,-110.23,"",NA,"","","","","","",1130,NA,NA,NA,NA,"3707ft","","","","2015-07-13 14:23:47","",1,"urn:uuid:f5e044c4-181a-420e-8d12-a715f13fff36","http://swbiodiversity.org/seinet/collections/individual/index.php?occid=3034942"
3825230,"ASU","Plants","","PreservedSpecimen","a72ad24c-9a33-4dae-8252-f648da0e72cb","","","Plantae","Magnoliophyta",NA,"Solanales","Solanaceae","Physalis philadelphica","Lam.","Physalis","philadelphica","","","","","","","","","","L. R. Landrum",NA,"Daryl Lafferty","12005","2013-09-15",2013,9,15,258,NA,"","","Cultivated in pot.","","Grown from seed from grocery store fruit; suberect to prostrate herb; flowers yellow.","","",NA,"","","","",0,"",NA,NA,NA,NA,"","United States","Arizona","Maricopa","","Tempe, 9308 S. Margo Dr. in back yard.","",0,NA,33.328561,-111.961331,"",20,"","","","","","",409,NA,NA,NA,NA,"1214 ft","","","Landrum","2015-01-06 14:31:47","",1,"urn:uuid:a72ad24c-9a33-4dae-8252-f648da0e72cb","http://swbiodiversity.org/seinet/collections/individual/index.php?occid=3825230"
4535951,"ASU","Plants","","PreservedSpecimen","d362d8a3-50a1-4aaf-9cdf-41ce7e196766","","289226","Plantae","Magnoliophyta",NA,"Solanales","Solanaceae","Physalis philadelphica","Lam.","Physalis","philadelphica","","","","","","","","","","Liz Makings",NA,"","4300","2013-09-19",2013,9,19,262,NA,"","","margins of cienega","","infrequent annual; flowers yellow, nodding","","",NA,"","Prosopis velutina, Sueada nigra, Heliomeris mutliflora, Psilactis brevilingulata, Atriplex wrightii, A. canescens, Panicum hirticaule, Setaria adhaerens, Typha, Schoenoplectus americanus, Berula erecta","","",NA,"",NA,NA,NA,NA,"","United States","Arizona","Cochise County","","San Pedro Riparian National Conservation Area; 1.5 river miles south of Escalante Crossing dirt road","",NA,NA,31.85109,-110.21298,"",NA,"","","","","","",1120,NA,NA,NA,NA,"3660ft","","","","2015-08-13 11:34:41","",1,"urn:uuid:d362d8a3-50a1-4aaf-9cdf-41ce7e196766","http://swbiodiversity.org/seinet/collections/individual/index.php?occid=4535951"
5763504,"ASU","Plants","","PreservedSpecimen","04e1d950-a213-4360-8418-698482e54bb1","ASU0082182","291468","Plantae","Magnoliophyta",NA,"Solanales","Solanaceae","Physalis philadelphica","Lam.","Physalis","philadelphica","","","L. R. Landrum","Dec 2014","","","","","","Sue Carnahan",NA,"Tom Van Devender, Max Licher","SC 711","2014-09-27",NA,NA,NA,270,NA,"","ASU","Seasonal drainage with oak and mesquite","","Annual forb, 20cm; leaves shallowly toothed; stems and leaves with spreading hairs, especially on new growth; flowers pale yellow, small, with pale straight anthers","","",NA,"","Quercus emoryi, Quercus oblongifolia, Prosopis velutina, Erythrina flabelliformis, Aristida ternipes, Mimosa dysocarpa, Bothriochloa barbinodis, Brickellia venosa, Brickellia californica, Hibiscus biseptus, Elytraria imbricata, Ipomoea, Tetramerium nervosum, Gomphrena sonorae, Baccharis sarothroides, Baccharis salicifolia, Baccharis pteronioides, Baccharis thesioides","","",NA,"",NA,NA,NA,NA,"","United States","Arizona","Santa Cruz","","Ruby in Pajarito Mountains, drainage below tailings","",0,NA,31.45502,-111.23434,"WGS84",NA,"","","","","","",1262,NA,NA,NA,NA,"","","","waltola64","2015-03-12 06:04:08","",1,"urn:uuid:04e1d950-a213-4360-8418-698482e54bb1","http://swbiodiversity.org/seinet/collections/individual/index.php?occid=5763504"
6709422,"ASU","Plants","","PreservedSpecimen","2881b972-d3f8-4fce-9b82-af11e3d26c05","ASU0086323","292583","Plantae","Magnoliophyta",NA,"Solanales","Solanaceae","Physalis philadelphica","Lam.","Physalis","philadelphica","","","L. R. Landrum","2017","","","","cf","","T. R. Van Devender",NA,"A. L. Reina-G. , S. L. Minter, C. Hinojo-Hinojo, D. Delgado-Zamora, M. Gómez, E. Ramírez","2009-932","2009-09-05",2009,9,5,248,NA,"","","Riparian gallery forest with foothills thornscrub on slopes","","Solitary annual; flowers light yellow with dark centers","","",NA,"","","Flowering","",NA,"",NA,NA,NA,NA,"","Mexico","Sonora","Sahuaripa","Sahuaripa","Rancho Dubaral, 43 km (by air) NNE of Sahuaripa, Reserva Jaguar del Norte","",0,NA,29.441389,-109.153611,"",NA,"29d 26' 29"" N 109d 09' 13"" W","","","","","",587,NA,NA,NA,NA,"","","","waltola64","2017-02-22 13:04:43","",1,"urn:uuid:2881b972-d3f8-4fce-9b82-af11e3d26c05","http://swbiodiversity.org/seinet/collections/individual/index.php?occid=6709422"
6729832,"ASU","Plants","","PreservedSpecimen","73a39a1e-ac57-4c4b-86ec-6c06ab104bfe","ASU0086344","292580","Plantae","Magnoliophyta",NA,"Solanales","Solanaceae","Physalis philadelphica","Lam.","Physalis","philadelphica","","","L. R. Landrum","2017","","","","","","T.R. Van Devender",NA,"A.L. Reina-G., G. Luna, M. Reyes","2010-1146","2010-10-06",2010,10,6,279,NA,"","","Desert grassland","","Solitary annual","","",NA,"","","","",NA,"",NA,NA,NA,NA,"","Mexico","Sonora","Cucurpe","Cucurpe","Just west of Cienega de Saracachi, Rancho Agua Fria, 10.2 km (by air) ENE of Cucurpe","",0,NA,30.361111,-110.603333,"",NA,"30d 21' 40"" N 110d 36' 12"" W","","","","","",949,NA,NA,NA,NA,"","","en","waltola64","2017-02-22 13:03:50","",1,"urn:uuid:73a39a1e-ac57-4c4b-86ec-6c06ab104bfe","http://swbiodiversity.org/seinet/collections/individual/index.php?occid=6729832"
6754303,"ASU","Plants","","PreservedSpecimen","8f01ce4f-d9b1-420e-ac0a-1d94497c2e71","ASU0085629","292413","Plantae","Magnoliophyta",NA,"Solanales","Solanaceae","Physalis philadelphica","Lam.","Physalis","philadelphica","","","L. R. Landrum","2017","","","","","","T. R. Van Devender",NA,"A. L. Reina G. , R. A. Villa","2011-553","2011-09-04",2011,9,4,247,NA,"","","Pine-Oak forest.","","Rare herbaceous perennial","","",NA,"","","","",NA,"",NA,NA,NA,NA,"","Mexico","Sonora","Bacadehuachi","","Rincon de Guadalupe, 16.5 km (by air) ENE of Bacadehuachi, Arroyo Campo Los Padres (Rio Riito) Sierra Bacadehuachi.","",0,NA,29.844444,-108.976944,"",NA,"29° 50' 40'' N 108° 58' 37'' W","","","","","",1690,NA,NA,NA,NA,"","","en","dwscott","2017-02-22 12:39:37","",1,"urn:uuid:8f01ce4f-d9b1-420e-ac0a-1d94497c2e71","http://swbiodiversity.org/seinet/collections/individual/index.php?occid=6754303"
7224904,"ASU","Plants","","PreservedSpecimen","2e299ebc-3613-46e6-b666-a021441a567e","ASU0085840","292507","Plantae","Magnoliophyta",NA,"Solanales","Solanaceae","Physalis philadelphica","Lam.","Physalis","philadelphica","","","","","","","","cf","","A.L. Reina-G.",NA,"T.R. Van Devender, S.L. Minter, C. Hinojo Hinojo, D. Delgado Zamora, M. Gómez, E. Ramírez","2009-796","2009-09-02",2009,9,2,245,NA,"","Rare annual; flowers yellow with dark centers.","Riparian gallery forest with foothills thornscrub on slopes.","","","","",NA,"","","","",NA,"",NA,NA,NA,NA,"","Mexico","Sonora","Sahuaripa","","Municipio de Sahuaripa. Rancho Babisal de Arriba, 38.5 km (by air) NNE Sahuaripa, Reserva del Jaguar del Norte.","",0,NA,29.392222,-109.133611,"",NA,"29d 23m 32s 109d 8m 1s","","","","","",800,NA,NA,NA,NA,"","","en","dwscott","2017-02-22 12:34:38","",1,"urn:uuid:2e299ebc-3613-46e6-b666-a021441a567e","http://swbiodiversity.org/seinet/collections/individual/index.php?occid=7224904"
7225351,"ASU","Plants","","PreservedSpecimen","42fc4982-afb9-4c83-9a9c-04fde7c26aad","ASU0085892","292487","Plantae","Magnoliophyta",NA,"Solanales","Solanaceae","Physalis philadelphica","Lam.","Physalis","philadelphica","","","L. R. Landrum","2017","","","","","","T. R. Van Devender",NA,"A. L. Reina-G. , S. L. Minter, C. Hinojo-Hinojo, D. Delgado-Zamora, M. Gómez, E. Ramírez","2009-932","2009-09-05",2009,9,5,248,NA,"","","Riparian gallery forest with foothills thornscrub on slopes","","Solitary annual; flowers light yellow with dark centers","","",NA,"","","Flowering","",NA,"",NA,NA,NA,NA,"","Mexico","Sonora","Sahuaripa","","Rancho Dubaral, 43 km (by air) NNE of Sahuaripa, Reserva Jaguar del Norte","",0,NA,29.441389,-109.153611,"",NA,"29d 26' 29"" N 109d 09' 13"" W","","","","","",587,NA,NA,NA,NA,"","","en","dwscott","2017-02-22 12:40:37","",1,"urn:uuid:42fc4982-afb9-4c83-9a9c-04fde7c26aad","http://swbiodiversity.org/seinet/collections/individual/index.php?occid=7225351"
7704852,"ASU","Plants","","PreservedSpecimen","248d059a-c9a7-44ff-b957-120de014aeed","","","Plantae","Magnoliophyta",NA,"Solanales","Solanaceae","Physalis philadelphica","Lam.","Physalis","philadelphica","","","","","","","","","","L. R. Landrum",NA,"","12143","2015-09-20",2015,9,20,263,NA,"","","Pinyon-Juniper to chaparral","","Cultivated in pot; grown from seeds of store bought fruit; sprawling herb; flowers yellow.","","",NA,"","Pinus edulis, Juniperus deppeana, Purshia stansburiana, Rhus aromatica, Bouteloua curtipendula, Quercus turbinella, Forestiera pubescens","fl","",NA,"",NA,NA,NA,NA,"","USA","Arizona","Maricopa","","Tempe, 9308 S Margo Dr.","",NA,NA,33.328673,-111.961335,"WGS84",20,"","","","","","",1669,NA,NA,NA,NA,"","","","Landrum","2015-09-30 18:34:22","",1,"urn:uuid:248d059a-c9a7-44ff-b957-120de014aeed","http://swbiodiversity.org/seinet/collections/individual/index.php?occid=7704852"
10286387,"ASU","Plants","","PreservedSpecimen","a40584e1-d999-418a-b993-8d4735ec1e35","ASU0081714","291257","Plantae","Magnoliophyta",NA,"Solanales","Solanaceae","Physalis philadelphica","Lam.","Physalis","philadelphica","","","","","","","","","","Liz Makings",NA,"Walt Fertig, Marcia Radke","4519","2014-10-24",2014,10,24,297,NA,"10/24/2014 0:00:00","","floodplain terrace recently flooded by September storms of 4+ inches; mostly weedy annuals but patches of dense sacaton","","locally common, flowers yellow","","",NA,"","Chloracantha spinosa, Sorghum halepense, Ipomoea cristulata, Sporobolus wrightii, Prosopis velutina, Verbesina encelioides, Datura wrightii, Amaranthus palmeri, Eriochloa acuminata, Salsola kali","","",NA,"",NA,NA,NA,NA,"","United States","Arizona","Cochise County","","San Pedro Riparian National Conservation Area; 'Kolbe' site at the north end of private inholding of Palominas and Sky Island Traverse Rd","",0,NA,31.41088,-110.105217,"",NA,"","","","","","",1280,NA,NA,NA,NA,"4191ft","","","waltola64","2017-03-03 22:39:04","",1,"urn:uuid:a40584e1-d999-418a-b993-8d4735ec1e35","http://swbiodiversity.org/seinet/collections/individual/index.php?occid=10286387"
855390,"ARIZ","","","PreservedSpecimen","","216617","","Plantae","Magnoliophyta",NA,"Solanales","Solanaceae","Physalis philadelphica","Lam.","Physalis","philadelphica","","","Janet R. Sullivan","1995-01-01","","","","","","S. Heathman",NA,"","s.n.","1979-08-16",1979,8,16,228,NA,"August,16,1979","","Growing in dense Bermuda grass","","","","",NA,"","","","",NA,"",NA,NA,NA,NA,"","United States","Arizona","Mohave County","","Willow Springs Ranch, Black Mountains","",NA,NA,35.47056,-114.51056,"",NA,"","","","","","",NA,NA,NA,NA,NA,"","","","","2013-11-07 11:43:44","51008",2,"urn:uuid:75b5a0fd-c88e-4c07-aa76-9db87c19aa85","http://swbiodiversity.org/seinet/collections/individual/index.php?occid=855390"
855391,"ARIZ","","","PreservedSpecimen","","113166","","Plantae","Magnoliophyta",NA,"Solanales","Solanaceae","Physalis philadelphica","Lam.","Physalis","philadelphica","","","Janet R. Sullivan","1995-01-01","","","","","","Wyatt Jones",NA,"","15","1955-08-20",1955,8,20,232,NA,"August,20,1955","","","","","","",NA,"","","","",NA,"",NA,NA,NA,NA,"","United States","Arizona","Cochise County","","McNeal","",NA,NA,31.60111,-109.66944,"",NA,"","","","","","",NA,NA,NA,NA,NA,"","","","","2013-11-07 11:43:44","51010",2,"urn:uuid:7b732f43-2f95-444a-b2e6-431449f30212","http://swbiodiversity.org/seinet/collections/individual/index.php?occid=855391"
922008,"ARIZ","","","PreservedSpecimen","","379145","","Plantae","Magnoliophyta",NA,"Solanales","Solanaceae","Physalis philadelphica","Lam.","Physalis","philadelphica","","","P. D. Jenkins","2004-08-26","","","","","","T. R. Van Devender",NA,"S. Norman","2004-993","2004-08-26",2004,8,26,239,NA,"August,26,2004","","Oak woodland-grassland","","Cultivated (tomatillo) in garden thought to be native; flowers bright yellow with darkish spots, pendulous, rotate.","","",NA,"","","Reproductive","",1,"",NA,NA,NA,NA,"","United States","Arizona","Santa Cruz County","","Canelo Hills Project, West Turkey Creek, Canelo Hills [origina seed from old vegetable farms in Lyle Canyon; fide W. Steen].","",NA,NA,31.5575,-110.513333,"",NA,"","","","","","",1507,NA,NA,NA,NA,"","","","Renee","2014-01-27 10:38:34","179517",2,"urn:uuid:9d4d7e1a-b6e0-4ff0-a6ee-2988eac5ad30","http://swbiodiversity.org/seinet/collections/individual/index.php?occid=922008"
996850,"ARIZ","","","PreservedSpecimen","","219935","","Plantae","Magnoliophyta",NA,"Solanales","Solanaceae","Physalis philadelphica","Lam.","Physalis","philadelphica","","","R.V. Moran","1978-05-12","","","","","","R. V. Moran",NA,"","","1978-05-12",1978,5,12,132,NA,"May,12,1978","","","","","","",NA,"","","","",NA,"",NA,NA,NA,NA,"","Mexico","Baja California","","","Rio Santo Domingo, 1 km E of ex-mission, B.C.","",NA,NA,30.76667,-115.9167,"",NA,"","","","","","",NA,NA,NA,NA,NA,"","","","brad","2013-11-07 11:43:44","287810",2,"urn:uuid:969e6a99-dd64-47f0-a5b1-cfc3709838b2","http://swbiodiversity.org/seinet/collections/individual/index.php?occid=996850"
996851,"ARIZ","","","PreservedSpecimen","","294156","","Plantae","Magnoliophyta",NA,"Solanales","Solanaceae","Physalis philadelphica","Lam.","Physalis","philadelphica","","","K.R. Adams","1991-07-25","","","","","","K. R. Adams",NA,"P. Doleman","","1991-07-25",1991,7,25,206,NA,"Jul,25,1991","","Overgrazed","","","","",NA,"","","","",NA,"",NA,NA,NA,NA,"","Mexico","Chihuahua","","","Adolfo López Mateos (H13C73); Napavechia Valley; UTM 3152250 N; 301250 E, Chih.","",NA,NA,NA,NA,"",NA,"","","","","","",NA,NA,NA,NA,NA,"","","","brad","2013-11-07 11:43:44","287811",2,"urn:uuid:efe2ab66-4a5a-4dae-a901-4f740574443d","http://swbiodiversity.org/seinet/collections/individual/index.php?occid=996851"
996852,"ARIZ","","","PreservedSpecimen","","309755","","Plantae","Magnoliophyta",NA,"Solanales","Solanaceae","Physalis philadelphica","Lam.","Physalis","philadelphica","","","L. Hernández S.","1990-07-10","","","","","","L. Hernández S.",NA,"","","1990-07-10",1990,7,10,191,NA,"Jul,10,1990","","En alrededores de cultivo de mafz","","","","",NA,"","","","",NA,"",NA,NA,NA,NA,"","Mexico","Chiapas","","","Terreno de Helda Kramsky y Eduardo Espinosa, 25 km de la desviación al aereopuerto de San Cristobal de las Casas, Chis.","",NA,NA,NA,NA,"",NA,"","","","","","",NA,NA,NA,NA,NA,"","","","brad","2013-11-07 11:43:44","287812",2,"urn:uuid:630258ff-50c0-4c2e-bab9-7692ad11eacb","http://swbiodiversity.org/seinet/collections/individual/index.php?occid=996852"
996853,"ARIZ","","","PreservedSpecimen","","274382","","Plantae","Magnoliophyta",NA,"Solanales","Solanaceae","Physalis philadelphica","Lam.","Physalis","philadelphica","","","H. S. Gentry","1934-12-28","","","","","","H. S. Gentry",NA,"","","1934-12-28",1934,12,28,362,NA,"Dec,28,1934","","Arroyo","","","","",NA,"","","","",NA,"",NA,NA,NA,NA,"","Mexico","Chihuahua","","","Sierra Bahura, Rio Mayo, Chih.","",NA,NA,NA,NA,"",NA,"","","","","","",NA,NA,NA,NA,NA,"","","","brad","2013-11-07 11:43:44","287813",2,"urn:uuid:7d86739d-7634-44b3-a7e1-6203aed367df","http://swbiodiversity.org/seinet/collections/individual/index.php?occid=996853"
996854,"ARIZ","","","PreservedSpecimen","","322344","","Plantae","Magnoliophyta",NA,"Solanales","Solanaceae","Physalis philadelphica","Lam.","Physalis","philadelphica","","","T. R. Van Devender","1995-09-07","","","","","","T. R. Van Devender",NA,"A. L. Reina-G.","","1995-09-07",1995,9,7,250,NA,"Sep,7,1995","","","","","","",NA,"","","","",NA,"",NA,NA,NA,NA,"","Mexico","Sonora","Yécora","","Yécora, Mpio. Yécora, Son.","",NA,NA,28.37361,-108.925,"",NA,"","","","","","",NA,NA,NA,NA,NA,"","","","brad","2013-11-07 11:43:44","287814",2,"urn:uuid:845eaf93-93fe-4c59-a241-33db817e11b3","http://swbiodiversity.org/seinet/collections/individual/index.php?occid=996854"
996855,"ARIZ","","","PreservedSpecimen","","321520","","Plantae","Magnoliophyta",NA,"Solanales","Solanaceae","Physalis philadelphica","Lam.","Physalis","philadelphica","","","T. R. Van Devender","1995-02-27","","","","","","T. R. Van Devender",NA,"A. L. Reina-G. & D. A. Yetman","","1995-02-27",1995,2,27,58,NA,"Feb,27,1995","","In disturbed field near house","","","","",NA,"","","","",NA,"",NA,NA,NA,NA,"","Mexico","Sonora","Alamos","","Arroyo Las Rastras, SW edge of The Sierra de Alamos, The Río Mayo Region, Mpio. Alamos, Son.","",NA,NA,26.93333,-109.0583,"",NA,"","","","","","",NA,NA,NA,NA,NA,"","","","brad","2013-11-07 11:43:44","287815",2,"urn:uuid:a1dbe016-2362-4a22-a86a-3bd20b6d52e8","http://swbiodiversity.org/seinet/collections/individual/index.php?occid=996855"
996856,"ARIZ","","","PreservedSpecimen","","321519","","Plantae","Magnoliophyta",NA,"Solanales","Solanaceae","Physalis philadelphica","Lam.","Physalis","philadelphica","","","T. R. Van Devender","1995-05-04","","","","","","T. R. Van Devender",NA,"A. L. Reina-G.","","1995-05-04",1995,5,4,124,NA,"May,4,1995","","Near wall","","","","",NA,"","","","",NA,"",NA,NA,NA,NA,"","Mexico","Sonora","Yécora","","Maycoba, Mpio. Yécora, Son.","",NA,NA,28.39167,-108.6583,"",NA,"","","","","","",NA,NA,NA,NA,NA,"","","","brad","2013-11-07 11:43:44","287816",2,"urn:uuid:2b7dd9c6-c7fc-4e65-8319-7832c458052d","http://swbiodiversity.org/seinet/collections/individual/index.php?occid=996856"
996857,"ARIZ","","","PreservedSpecimen","","309756","","Plantae","Magnoliophyta",NA,"Solanales","Solanaceae","Physalis philadelphica","Lam.","Physalis","philadelphica","","","L. Hernández S.","1990-07-11","","","","","","L. Hernández S.",NA,"","","1990-07-11",1990,7,11,192,NA,"Jul,11,1990","","Alrededor de la milpa","","","","",NA,"","","","",NA,"",NA,NA,NA,NA,"","Mexico","Chiapas","","","1 km al S de Zinacatán=6 km al N de Nachig, Chis.","",NA,NA,NA,NA,"",NA,"","","","","","",NA,NA,NA,NA,NA,"","","","brad","2013-11-07 11:43:44","287817",2,"urn:uuid:86138b82-6d3a-4caf-839c-3b6df7d91f56","http://swbiodiversity.org/seinet/collections/individual/index.php?occid=996857"
996858,"ARIZ","","","PreservedSpecimen","","61762","","Plantae","Magnoliophyta",NA,"Solanales","Solanaceae","Physalis philadelphica","Lam.","Physalis","philadelphica","","","S.S. White","1940-06-27","","","","","","S. S. White",NA,"","","1940-06-27",1940,6,27,179,NA,"Jun,27,1940","","","","","","",NA,"","","","",NA,"",NA,NA,NA,NA,"","Mexico","Sonora","","","Bavispe, Region of the Río de Bavispe, NE Sonora, Son.","",NA,NA,NA,NA,"",NA,"","","","","","",NA,NA,NA,NA,NA,"","","","brad","2013-11-07 11:43:44","287818",2,"urn:uuid:94e9da30-ede2-4f2f-b894-dd1f737f5051","http://swbiodiversity.org/seinet/collections/individual/index.php?occid=996858"
996859,"ARIZ","","","PreservedSpecimen","","355842","","Plantae","Magnoliophyta",NA,"Solanales","Solanaceae","Physalis philadelphica","Lam.","Physalis","philadelphica","","","E. Joyal","1991-10-20","","","","","","E. Joyal",NA,"J. Enriques","","1991-10-20",1991,10,20,293,NA,"Oct,20,1991","","South aspect, sandy river bank, boulders & Quecus/grasses","","","","",NA,"","","","",NA,"",NA,NA,NA,NA,"","Mexico","Sonora","","","Río Maycoba, at crossing with new Hermosillo-Chihuahua Hwy., Son.","",NA,NA,28.38333,-108.7667,"",NA,"","","","","","",NA,NA,NA,NA,NA,"","","","brad","2013-11-07 11:43:44","287819",2,"urn:uuid:81ea7b44-e9f8-4103-9096-1eeb8df981ec","http://swbiodiversity.org/seinet/collections/individual/index.php?occid=996859"
996860,"ARIZ","","","PreservedSpecimen","","350004","","Plantae","Magnoliophyta",NA,"Solanales","Solanaceae","Physalis philadelphica","Lam.","Physalis","philadelphica","","","A. Flores M.","1996-10-04","","","","","","A. Flores M.",NA,"J. J. Sánchez E.","","1996-10-04",1996,10,4,278,NA,"Oct,4,1996","","","","","","",NA,"","","","",NA,"",NA,NA,NA,NA,"","Mexico","Sonora","Yécora","","Estanque del Arroyo de Yécora, entre el poblado de Yécora y las Cabañas Los Champiñones, Mpio. Yécora, Son.","",NA,NA,28.38083,-108.9147,"",NA,"","","","","","",NA,NA,NA,NA,NA,"","","","brad","2013-11-07 11:43:44","287820",2,"urn:uuid:c2b2d719-de78-4d49-908b-d5dfb6050448","http://swbiodiversity.org/seinet/collections/individual/index.php?occid=996860"
996861,"ARIZ","","","PreservedSpecimen","","331396","","Plantae","Magnoliophyta",NA,"Solanales","Solanaceae","Physalis philadelphica","Lam.","Physalis","philadelphica","","","P.S. Martin","1987-08-15","","","","","","P. S. Martin",NA,"A. Martin & M. Quinn & S. Kryzanowski","","1987-08-15",1987,8,15,227,NA,"Aug,15,1987","","Riparian area with grassy slopes","","","","",NA,"","","","",NA,"",NA,NA,NA,NA,"","Mexico","Chihuahua","","","Río Cocheno crossing Hwy. 16, Río Mayo Region, Chih.","",NA,NA,28.35,-108.3167,"",NA,"","","","","","",NA,NA,NA,NA,NA,"","","","brad","2013-11-07 11:43:44","287821",2,"urn:uuid:77f533d8-4c4e-41c9-9ddc-5a3e979cfdf0","http://swbiodiversity.org/seinet/collections/individual/index.php?occid=996861"
996862,"ARIZ","","","PreservedSpecimen","","331395","","Plantae","Magnoliophyta",NA,"Solanales","Solanaceae","Physalis philadelphica","Lam.","Physalis","philadelphica","","","P.S. Martin","1988-11-08","","","","","","P. S. Martin",NA,"","","1988-11-08",1988,11,8,313,NA,"Nov,8,1988","","","","","","",NA,"","","","",NA,"",NA,NA,NA,NA,"","Mexico","Sonora","","","Río Cuchujaqui at El Cajón, Son.","",NA,NA,27.03333,-108.7333,"",NA,"","","","","","",NA,NA,NA,NA,NA,"","","","brad","2013-11-07 11:43:44","287822",2,"urn:uuid:ce55a0a7-c918-40e7-b6c0-41ee75fc9a19","http://swbiodiversity.org/seinet/collections/individual/index.php?occid=996862"
996863,"ARIZ","","","PreservedSpecimen","","330464","","Plantae","Magnoliophyta",NA,"Solanales","Solanaceae","Physalis philadelphica","Lam.","Physalis","philadelphica","","","J.E. Laferriere","1987-07-31","","","","","","J. E. Laferriere",NA,"","","1987-07-31",1987,7,31,212,NA,"Jul,31,1987","","Field","","","","",NA,"","","","",NA,"",NA,NA,NA,NA,"","Mexico","Chihuahua","Temósachi","","Nabogame, Mpio.Temosachi, Chih.","",NA,NA,28.5,-108.5,"",NA,"","","","","","",NA,NA,NA,NA,NA,"","","","brad","2013-11-07 11:43:44","287823",2,"urn:uuid:e07a7df1-6935-4c0f-ae54-7790f8f79d7a","http://swbiodiversity.org/seinet/collections/individual/index.php?occid=996863"
