"decimalLatitude","decimalLongitude"
29.80972,-111.2958
29.18333,-112.4
27.11667,-109.0333
31.83333,-113.3333
27.11944,-109.1611
28.97222,-109.1711
29.20555,-110.9244
30.70278,-110.8056
27.11667,-109.0333
26.78167,-109.295
30.5,-109.7
31.78333,-113.4583
